26	94:7b:e7:d3:51:22	UNKNOWN	b''
26	a4:70:d6:ce:ca:e3	Motorola Mobility LLC, a Lenovo Company	b''
26	a4:70:d6:ce:ca:e3	Motorola Mobility LLC, a Lenovo Company	b''
26	d0:04:01:9f:90:0b	UNKNOWN	b''
26	d0:04:01:9f:90:0b	UNKNOWN	b''
26	d0:04:01:9f:90:0b	UNKNOWN	b''
26	d0:04:01:9f:90:0b	UNKNOWN	b''
26	02:c8:34:b8:23:35	UNKNOWN	b''
27	40:b8:37:57:6c:5d	Sony Mobile Communications AB	b''
27	40:b8:37:57:6c:5d	Sony Mobile Communications AB	b''
28	40:b8:37:57:6c:5d	Sony Mobile Communications AB	b''
28	cc:61:e5:8d:de:02	Motorola Mobility LLC, a Lenovo Company	b''
29	c0:17:4d:bd:14:cd	UNKNOWN	b''
30	da:a1:19:6d:d5:89	UNKNOWN	b''
30	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
30	da:a1:19:1c:71:5c	UNKNOWN	b''
30	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
30	b8:5a:73:ce:16:d6	Samsung Electronics Co.,Ltd	b''
30	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
30	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
31	ac:37:43:98:6b:91	HTC Corporation	b''
31	da:a1:19:c3:07:f2	UNKNOWN	b''
31	da:a1:19:c3:07:f2	UNKNOWN	b''
31	da:a1:19:f8:71:25	UNKNOWN	b''
31	4e:06:cf:36:84:35	UNKNOWN	b''
31	4e:06:cf:36:84:35	UNKNOWN	b''
32	fe:86:5c:96:9c:d1	UNKNOWN	b''
32	fe:86:5c:96:9c:d1	UNKNOWN	b''
32	be:3b:2d:be:42:32	UNKNOWN	b''
32	50:9e:a7:81:71:2f	Samsung Electronics Co.,Ltd	b''
32	e8:3a:12:a0:49:1c	Samsung Electronics Co.,Ltd	b''
33	c0:17:4d:bd:14:cd	UNKNOWN	b''
33	c0:17:4d:bd:14:cd	UNKNOWN	b''
33	88:79:7e:99:9a:da	Motorola Mobility LLC, a Lenovo Company	b''
33	ee:ba:47:43:2e:e0	UNKNOWN	b''
34	6a:b0:fc:ed:88:2c	UNKNOWN	b''
34	6a:b0:fc:ed:88:2c	UNKNOWN	b''
34	d0:31:69:48:74:70	UNKNOWN	b''
34	d0:31:69:48:74:70	UNKNOWN	b''
34	d0:31:69:48:74:70	UNKNOWN	b''
34	da:a1:19:95:8f:43	UNKNOWN	b''
34	da:a1:19:95:8f:43	UNKNOWN	b''
34	cc:61:e5:22:6c:63	Motorola Mobility LLC, a Lenovo Company	b''
35	ac:37:43:98:6b:91	HTC Corporation	b'LA TERMINAL !'
35	ac:37:43:98:6b:91	HTC Corporation	b'SENA_COLSUTEC'
35	ac:37:43:98:6b:91	HTC Corporation	b'BOGOTA-CADESANTA-LUCIA'
35	ac:37:43:98:6b:91	HTC Corporation	b'Mamerto'
35	ac:37:43:98:6b:91	HTC Corporation	b'uyyyy'
35	ac:37:43:98:6b:91	HTC Corporation	b'FUNCIONARIO'
35	ac:37:43:98:6b:91	HTC Corporation	b''
35	62:eb:2e:76:a7:59	UNKNOWN	b''
36	5e:7a:9f:bb:46:cc	UNKNOWN	b''
36	5e:7a:9f:bb:46:cc	UNKNOWN	b''
36	44:78:3e:c6:2f:65	Samsung Electronics Co.,Ltd	b''
36	5c:af:06:50:12:55	LG Electronics (Mobile Communications)	b''
37	da:a1:19:10:0a:be	UNKNOWN	b''
37	da:a1:19:65:d9:c9	UNKNOWN	b'Network'
37	da:a1:19:65:d9:c9	UNKNOWN	b''
37	da:a1:19:65:d9:c9	UNKNOWN	b'Network'
37	dc:bf:e9:83:23:58	UNKNOWN	b''
37	f8:a9:d0:2c:ff:1d	LG Electronics (Mobile Communications)	b''
38	f8:a9:d0:2c:ff:1d	LG Electronics (Mobile Communications)	b''
39	da:a1:19:41:56:1d	UNKNOWN	b''
39	18:21:95:1c:e7:89	Samsung Electronics Co.,Ltd	b''
39	18:21:95:1c:e7:89	Samsung Electronics Co.,Ltd	b''
39	da:a1:19:6e:fb:2f	UNKNOWN	b''
39	da:a1:19:6e:fb:2f	UNKNOWN	b''
39	40:b8:37:57:6c:5d	Sony Mobile Communications AB	b''
39	40:b8:37:57:6c:5d	Sony Mobile Communications AB	b''
40	da:a1:19:b7:4b:09	UNKNOWN	b''
40	f8:e0:79:ed:bc:61	Motorola Mobility LLC, a Lenovo Company	b''
40	da:a1:19:93:c4:af	UNKNOWN	b''
40	f8:e0:79:ed:bc:61	Motorola Mobility LLC, a Lenovo Company	b'Carlos G'
40	f8:e0:79:ed:bc:61	Motorola Mobility LLC, a Lenovo Company	b'group_personal_wifi'
40	f8:e0:79:ed:bc:61	Motorola Mobility LLC, a Lenovo Company	b'iPhone Gk'
40	f8:e0:79:ed:bc:61	Motorola Mobility LLC, a Lenovo Company	b'DNORENA'
40	00:04:56:99:8d:c0	Cambium Networks Limited	b'OnV_Corporativo'
40	5c:c3:07:48:a1:21	UNKNOWN	b'TelefonicaWiFi'
40	5c:c3:07:48:a1:21	UNKNOWN	b'TelefonicaWiFi'
40	02:ae:ad:9c:8f:0e	UNKNOWN	b''
41	c4:86:e9:89:4e:d1	HUAWEI TECHNOLOGIES CO.,LTD	b''
41	28:3f:69:b1:98:a7	Sony Mobile Communications AB	b'Zona Wifi GRATIS para la Gente'
41	28:3f:69:b1:98:a7	Sony Mobile Communications AB	b''
41	ca:8c:03:12:cd:80	UNKNOWN	b''
41	d0:fc:cc:d6:fa:a2	Samsung Electronics Co.,Ltd	b''
41	de:e6:7d:1c:9e:f8	UNKNOWN	b''
41	a8:96:75:bb:8e:f6	UNKNOWN	b''
41	d4:38:9c:d5:5c:87	UNKNOWN	b'Estudiantes AFB'
42	da:a1:19:96:48:fc	UNKNOWN	b''
42	a4:70:d6:ce:ca:e3	Motorola Mobility LLC, a Lenovo Company	b''
42	a4:70:d6:ce:ca:e3	Motorola Mobility LLC, a Lenovo Company	b''
42	88:79:7e:99:9a:da	Motorola Mobility LLC, a Lenovo Company	b''
42	da:a1:19:43:87:3b	UNKNOWN	b''
42	00:03:ac:18:73:3b	Fronius Schweissmaschinen	b''
42	96:a2:b3:d9:3e:b5	UNKNOWN	b''
43	0a:82:00:e0:45:d4	UNKNOWN	b''
43	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b''
43	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b'claro movil'
43	50:9e:a7:d5:76:bf	Samsung Electronics Co.,Ltd	b''
44	da:a1:19:71:fb:d7	UNKNOWN	b'VIVO-WIFI'
44	da:a1:19:01:85:98	UNKNOWN	b''
44	da:a1:19:aa:25:2f	UNKNOWN	b''
44	de:35:82:d5:6e:50	UNKNOWN	b''
44	d4:38:9c:d5:5c:87	UNKNOWN	b''
45	44:6d:57:08:56:97	Liteon Technology Corporation	b''
46	ac:37:43:98:6b:91	HTC Corporation	b'Mamerto'
46	ac:37:43:98:6b:91	HTC Corporation	b''
46	da:a1:19:29:4b:9e	UNKNOWN	b''
46	da:a1:19:29:4b:9e	UNKNOWN	b''
49	30:6a:85:b0:7e:c8	UNKNOWN	b''
49	16:60:57:db:a8:91	UNKNOWN	b''
49	d4:38:9c:d5:5c:87	UNKNOWN	b'Estudiantes AFB'
49	d4:38:9c:d5:5c:87	UNKNOWN	b'492542765191'
49	da:a1:19:39:05:82	UNKNOWN	b''
50	d4:61:2e:df:35:3d	HUAWEI TECHNOLOGIES CO.,LTD	b''
50	da:a1:19:ee:a4:3a	UNKNOWN	b''
50	a0:91:69:eb:d8:e1	LG Electronics (Mobile Communications)	b''
51	fa:d6:1d:dd:66:46	UNKNOWN	b''
51	24:1f:a0:cc:4d:df	HUAWEI TECHNOLOGIES CO.,LTD	b''
51	c4:9a:02:47:59:38	LG Electronics (Mobile Communications)	b''
51	44:6d:57:08:56:97	Liteon Technology Corporation	b'Nog-Funcionarios'
52	80:13:82:0d:7c:b9	HUAWEI TECHNOLOGIES CO.,LTD	b''
53	a0:10:81:6f:30:4c	Samsung Electronics Co.,Ltd	b''
53	a0:10:81:6f:30:4c	Samsung Electronics Co.,Ltd	b''
53	88:b4:a6:92:57:53	UNKNOWN	b''
53	38:80:df:5d:5e:05	UNKNOWN	b''
54	88:79:7e:99:9a:da	Motorola Mobility LLC, a Lenovo Company	b''
54	88:79:7e:99:9a:da	Motorola Mobility LLC, a Lenovo Company	b''
54	88:79:7e:99:9a:da	Motorola Mobility LLC, a Lenovo Company	b''
54	50:9e:a7:94:a3:5e	Samsung Electronics Co.,Ltd	b''
55	da:a1:19:52:8c:16	UNKNOWN	b''
55	10:7b:44:70:a5:e1	UNKNOWN	b'Aldana06'
55	10:7b:44:70:a5:e1	UNKNOWN	b'Aldana06'
55	38:80:df:24:06:7c	UNKNOWN	b''
55	38:80:df:24:06:7c	UNKNOWN	b''
57	00:9a:cd:bd:01:39	HUAWEI TECHNOLOGIES CO.,LTD	b'WIFI ETB'
57	00:9a:cd:bd:01:39	HUAWEI TECHNOLOGIES CO.,LTD	b'WIFI ETB2'
57	00:9a:cd:bd:01:39	HUAWEI TECHNOLOGIES CO.,LTD	b'WIFI ETB'
57	00:9a:cd:bd:01:39	HUAWEI TECHNOLOGIES CO.,LTD	b'WIFI ETB2'
57	e8:3a:12:a0:49:1c	Samsung Electronics Co.,Ltd	b''
57	1c:56:fe:ed:94:a0	Motorola Mobility LLC, a Lenovo Company	b'Nativos2017'
57	1c:56:fe:ed:94:a0	Motorola Mobility LLC, a Lenovo Company	b'unecardenas'
57	1c:56:fe:ed:94:a0	Motorola Mobility LLC, a Lenovo Company	b''
57	1c:56:fe:ed:94:a0	Motorola Mobility LLC, a Lenovo Company	b'unecardenas'
58	04:d6:aa:04:ad:9b	UNKNOWN	b''
59	04:d6:aa:04:ad:9b	UNKNOWN	b''
59	7c:1c:68:2e:35:98	UNKNOWN	b''
59	7c:1c:68:2e:35:98	UNKNOWN	b''
59	a0:10:81:6f:30:4c	Samsung Electronics Co.,Ltd	b''
59	a0:10:81:6f:30:4c	Samsung Electronics Co.,Ltd	b''
60	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
60	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
60	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
60	e8:93:09:59:84:43	Samsung Electronics Co.,Ltd	b''
60	a8:96:75:bb:8e:f6	UNKNOWN	b''
60	44:6d:57:08:56:97	Liteon Technology Corporation	b''
60	1a:14:fb:9b:62:ca	UNKNOWN	b''
60	d0:04:01:9f:90:0b	UNKNOWN	b''
61	da:a1:19:e0:b4:76	UNKNOWN	b''
61	da:a1:19:e0:b4:76	UNKNOWN	b''
61	da:a1:19:e0:b4:76	UNKNOWN	b''
62	da:a1:19:3f:73:67	UNKNOWN	b''
62	da:a1:19:3f:73:67	UNKNOWN	b''
62	3c:dc:bc:52:09:ca	UNKNOWN	b''
62	e8:3a:12:a0:49:1c	Samsung Electronics Co.,Ltd	b''
62	3c:dc:bc:52:09:ca	UNKNOWN	b''
63	44:6d:57:08:56:97	Liteon Technology Corporation	b''
63	da:a1:19:cd:90:7b	UNKNOWN	b''
64	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b'claro movil'
64	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b''
64	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b''
65	7c:91:22:51:65:be	Samsung Electronics Co.,Ltd	b''
65	7c:91:22:51:65:be	Samsung Electronics Co.,Ltd	b''
66	b4:74:43:85:fd:63	Samsung Electronics Co.,Ltd	b''
66	20:82:c0:15:15:3c	Xiaomi Communications Co Ltd	b''
66	52:07:7d:7e:ce:f7	UNKNOWN	b''
67	e8:3a:12:a9:3d:5f	Samsung Electronics Co.,Ltd	b'iphone'
67	e8:3a:12:a9:3d:5f	Samsung Electronics Co.,Ltd	b''
67	da:a1:19:50:41:20	UNKNOWN	b''
67	da:a1:19:50:41:20	UNKNOWN	b''
67	da:a1:19:50:41:20	UNKNOWN	b''
67	3c:fa:43:3d:ae:6d	HUAWEI TECHNOLOGIES CO.,LTD	b''
67	78:f5:fd:5f:c7:c2	HUAWEI TECHNOLOGIES CO.,LTD	b'City Cra 45'
68	da:a1:19:24:3e:0e	UNKNOWN	b''
69	d4:38:9c:d5:5c:87	UNKNOWN	b''
69	48:60:bc:b6:c8:2d	Apple, Inc.	b'RAMIRO GUTIERREZ'
69	48:60:bc:b6:c8:2d	Apple, Inc.	b'RAMIRO GUTIERREZ*'
70	36:dc:d4:69:21:f1	UNKNOWN	b'APPLERED'
70	36:dc:d4:69:21:f1	UNKNOWN	b''
70	00:19:bc:12:48:5a	ELECTRO CHANCE SRL	b''
71	74:9e:af:43:70:81	UNKNOWN	b'DANGON'
72	4a:a4:1b:cf:75:28	UNKNOWN	b''
72	ac:af:b9:39:d3:e4	UNKNOWN	b'Guillermo Guimenez'
72	ac:af:b9:39:d3:e4	UNKNOWN	b'Rochy'
72	ac:af:b9:39:d3:e4	UNKNOWN	b''
72	f0:43:46:68:78:63	UNKNOWN	b''
72	52:fb:c3:29:4f:92	UNKNOWN	b'APPLERED'
72	52:fb:c3:29:4f:92	UNKNOWN	b''
72	20:82:c0:15:15:3c	Xiaomi Communications Co Ltd	b''
73	da:a1:19:e2:4a:fe	UNKNOWN	b''
73	d4:63:c6:6a:3d:f3	UNKNOWN	b''
73	d4:38:9c:d5:5c:87	UNKNOWN	b'Estudiantes AFB'
73	d4:38:9c:d5:5c:87	UNKNOWN	b'VIVO-WIFI'
73	20:82:c0:15:15:3c	Xiaomi Communications Co Ltd	b''
74	a8:51:5b:9e:5a:37	UNKNOWN	b'INSTRUCTOR'
74	a8:51:5b:9e:5a:37	UNKNOWN	b''
74	14:56:8e:b3:84:5e	Samsung Electronics Co.,Ltd	b''
74	a0:32:99:8f:6f:9e	Lenovo (Beijing) Co., Ltd.	b''
74	14:56:8e:b3:84:5e	Samsung Electronics Co.,Ltd	b''
74	14:56:8e:b3:84:5e	Samsung Electronics Co.,Ltd	b''
74	b0:e8:92:8d:2b:c9	Seiko Epson Corporation	b'EpsonNet'
74	88:79:7e:99:9a:da	Motorola Mobility LLC, a Lenovo Company	b''
74	88:79:7e:99:9a:da	Motorola Mobility LLC, a Lenovo Company	b''
75	b4:74:43:85:fd:63	Samsung Electronics Co.,Ltd	b''
75	a0:91:69:eb:d8:e1	LG Electronics (Mobile Communications)	b''
75	a0:32:99:8f:6f:9e	Lenovo (Beijing) Co., Ltd.	b''
75	40:3f:8c:27:b2:75	TP-LINK TECHNOLOGIES CO.,LTD.	b''
75	04:d6:aa:e5:d7:d7	UNKNOWN	b'crewwigi'
76	74:a5:28:b4:d7:cb	HUAWEI TECHNOLOGIES CO.,LTD	b''
76	da:a1:19:1d:a5:b8	UNKNOWN	b''
76	bc:e6:3f:6e:52:39	Samsung Electronics Co.,Ltd	b''
76	e8:3a:12:a9:3d:5f	Samsung Electronics Co.,Ltd	b''
76	bc:e6:3f:6e:52:39	Samsung Electronics Co.,Ltd	b'guest'
76	44:6d:57:08:56:97	Liteon Technology Corporation	b'Nog-Funcionarios'
76	ac:37:43:98:6b:91	HTC Corporation	b'FUNCIONARIO'
76	44:6d:57:08:56:97	Liteon Technology Corporation	b'Nog-Funcionarios'
76	44:6d:57:08:56:97	Liteon Technology Corporation	b'Nog-Funcionarios'
76	7c:2e:dd:22:29:6e	UNKNOWN	b' Zonas Wifi GRATIS para la Gente'
76	7c:2e:dd:22:29:6e	UNKNOWN	b''
77	78:f5:fd:5f:c7:c2	HUAWEI TECHNOLOGIES CO.,LTD	b'City Cra 45'
77	da:a1:19:b2:43:05	UNKNOWN	b''
77	10:7b:44:70:a5:e1	UNKNOWN	b'Centro De Eventos'
77	da:a1:19:e2:71:dd	UNKNOWN	b''
77	40:b8:37:57:6c:5d	Sony Mobile Communications AB	b''
78	a8:96:75:c0:4e:13	UNKNOWN	b''
78	a8:96:75:c0:4e:13	UNKNOWN	b''
78	a8:96:75:4e:13:0f	UNKNOWN	b''
78	da:a1:19:84:83:e7	UNKNOWN	b''
78	da:a1:19:84:83:e7	UNKNOWN	b''
78	f8:e0:79:1a:24:f1	Motorola Mobility LLC, a Lenovo Company	b'BLANCA'
78	44:6d:57:08:56:97	Liteon Technology Corporation	b'Nog-Funcionarios'
78	da:a1:19:66:12:ed	UNKNOWN	b'EVENTOS-1'
78	da:a1:19:66:12:ed	UNKNOWN	b'EVENTOS-1'
79	da:a1:19:66:12:ed	UNKNOWN	b'EVENTOS-1'
79	da:a1:19:66:12:ed	UNKNOWN	b'EVENTOS-1'
79	da:a1:19:66:12:ed	UNKNOWN	b'EVENTOS-1'
79	da:a1:19:66:12:ed	UNKNOWN	b'EVENTOS-1'
80	52:5b:b4:f9:38:14	UNKNOWN	b''
80	40:3f:8c:27:b2:75	TP-LINK TECHNOLOGIES CO.,LTD.	b''
80	40:3f:8c:27:b2:75	TP-LINK TECHNOLOGIES CO.,LTD.	b''
80	fc:2d:5e:cf:a2:19	zte corporation	b''
80	fc:2d:5e:cf:a2:19	zte corporation	b''
81	da:a1:19:d2:23:8d	UNKNOWN	b''
81	da:a1:19:66:12:ed	UNKNOWN	b''
81	20:2d:07:5e:fd:5c	Samsung Electronics Co.,Ltd	b''
82	20:2d:07:5e:fd:5c	Samsung Electronics Co.,Ltd	b''
82	da:a1:19:be:91:80	UNKNOWN	b''
83	48:50:73:f7:ca:0c	Microsoft Corporation	b'Hotel Casa Dann'
83	da:a1:19:a6:0e:f9	UNKNOWN	b''
83	da:a1:19:3c:a4:8f	UNKNOWN	b''
83	f8:e0:79:ed:bc:61	Motorola Mobility LLC, a Lenovo Company	b'noctus'
83	f8:e0:79:ed:bc:61	Motorola Mobility LLC, a Lenovo Company	b'Carlos G'
84	3c:fa:43:3d:ae:6d	HUAWEI TECHNOLOGIES CO.,LTD	b''
84	da:a1:19:ed:ea:cd	UNKNOWN	b''
84	da:a1:19:df:6a:1a	UNKNOWN	b'MOVISTAR WIFI'
84	da:a1:19:df:6a:1a	UNKNOWN	b''
84	00:90:4c:df:91:a8	Epigram, Inc.	b''
84	d2:d1:e0:b8:5d:32	UNKNOWN	b''
84	fc:42:03:6d:3b:3f	Samsung Electronics Co.,Ltd	b''
84	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b'claro movil'
84	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b''
84	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b'claro movil'
84	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b''
84	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b''
84	fc:42:03:6d:3b:3f	Samsung Electronics Co.,Ltd	b''
84	e8:3a:12:a9:3d:5f	Samsung Electronics Co.,Ltd	b'iphone'
84	e8:3a:12:a9:3d:5f	Samsung Electronics Co.,Ltd	b''
84	f4:cb:52:52:5b:1b	HUAWEI TECHNOLOGIES CO.,LTD	b''
84	e8:3a:12:a9:3d:5f	Samsung Electronics Co.,Ltd	b''
84	5e:67:89:84:b8:57	UNKNOWN	b''
85	a4:70:d6:84:d1:73	Motorola Mobility LLC, a Lenovo Company	b''
85	40:3f:8c:39:b4:37	TP-LINK TECHNOLOGIES CO.,LTD.	b''
85	da:a1:19:c4:00:a5	UNKNOWN	b''
85	48:c7:96:73:26:8f	UNKNOWN	b''
85	9a:3a:8d:93:12:8d	UNKNOWN	b''
86	d0:17:c2:00:62:7d	ASUSTek COMPUTER INC.	b''
86	fc:3f:7c:cb:b5:ad	HUAWEI TECHNOLOGIES CO.,LTD	b''
86	2c:0e:3d:62:fc:d0	SAMSUNG ELECTRO-MECHANICS(THAILAND)	b''
86	2c:0e:3d:62:fc:d0	SAMSUNG ELECTRO-MECHANICS(THAILAND)	b''
87	78:f5:fd:5f:c7:c2	HUAWEI TECHNOLOGIES CO.,LTD	b'City Cra 45'
87	8a:a7:89:0f:7a:83	UNKNOWN	b''
87	40:b8:37:57:6c:5d	Sony Mobile Communications AB	b''
87	da:a1:19:af:a9:80	UNKNOWN	b''
87	d0:04:01:9f:90:0b	UNKNOWN	b''
88	da:a1:19:39:f4:15	UNKNOWN	b''
89	dc:cf:96:13:44:20	Samsung Electronics Co.,Ltd	b''
89	dc:cf:96:13:44:20	Samsung Electronics Co.,Ltd	b''
89	00:19:bc:12:48:5a	ELECTRO CHANCE SRL	b''
89	d6:72:0d:ee:c3:3a	UNKNOWN	b''
89	da:a1:19:9c:3b:ef	UNKNOWN	b''
89	8e:94:4e:03:26:7c	UNKNOWN	b''
89	62:a4:62:a7:af:f4	UNKNOWN	b''
89	c0:85:4c:80:36:27	Ragentek Technology Group	b''
90	a0:10:81:6f:30:4c	Samsung Electronics Co.,Ltd	b''
90	d0:b1:28:39:9d:97	UNKNOWN	b''
90	d0:b1:28:39:9d:97	UNKNOWN	b''
90	60:e3:ac:ef:d3:9f	LG Electronics (Mobile Communications)	b''
90	8a:a7:89:0f:7a:83	UNKNOWN	b''
