group,avg_time
60,673.1111111111111
70,947.6666666666666
80,437.25
90,336.52941176470586
100,301.5
110,451.44444444444446
120,503.3333333333333
130,389.4
140,328
150,534.2222222222222
170,590
180,417.1111111111111
190,353.8
