group,avg_time
60,3114.391304347826
70,1786.8
80,2003.6
90,524.8181818181819
100,546.3846153846154
110,430.6111111111111
120,3010.3333333333335
130,861.625
140,680.1764705882352
150,431.7692307692308
160,2931
170,396.1666666666667
180,417.3076923076923
190,330.0833333333333
