group,avg_time
3600,619.6923076923077
4200,466.14285714285717
4800,734.5
5400,524.8181818181819
6000,546.3846153846154
6600,326.05882352941177
7200,450.3333333333333
7800,569.2857142857143
8400,413.2
9000,431.7692307692308
10200,396.1666666666667
10800,417.3076923076923
11400,330.0833333333333
