group,avg_time
0,392.9047619047619
300,342.21276595744683
600,363.275
900,460.90909090909093
1200,348.875
5100,781.6666666666666
5400,650.1
5700,394.54545454545456
6000,574
6300,215
6600,338.9166666666667
6900,295.2
7500,450.3333333333333
7800,627.6666666666666
8100,219
8400,717
8700,337.25
9000,431.7692307692308
10200,494.3333333333333
10500,298
10800,436.55555555555554
11100,374
11400,339.1818181818182
11700,230
12000,381
