group,avg_time
3600,2137.3571428571427
4200,2556.8
4800,1634.5454545454545
5400,1199.8695652173913
6000,1318
6600,867.8
7200,2816.5
7800,1133
8400,846
9000,806.7
10200,590
10800,417.1111111111111
11400,353.8
