Timestamp,DeviceID,ReceiverID,RSSI,Event
03:33:48.388,1c1ac0ac354a,001bc5094b58fb23,194,appearance
03:33:49.494,d0034be7f942,001bc5094b58fb23,164,appearance
03:33:49.526,1c1ac0871034,001bc5094b58fb23,166,appearance
03:33:48.814,f877b8106fc3,001bc5094b58fb23,163,appearance
03:33:48.909,17a4c80093a0,001bc5094b58fb23,167,appearance
03:33:51.242,b03495406193,001bc5094b58fb23,154,appearance
03:33:53.551,1c1ac0871034,001bc5094b58fb23,162,keep-alive
03:33:54.918,f877b8106fc3,001bc5094b58fb23,157,keep-alive
03:33:54.598,17a4c80093a0,001bc5094b58fb23,163,keep-alive
03:33:55.352,1c1ac0ac354a,001bc5094b58fb23,189,keep-alive
03:33:54.618,d0034be7f942,001bc5094b58fb23,163,keep-alive
03:33:57.280,b03495406193,001bc5094b58fb23,154,keep-alive
03:33:56.583,724bed3ed743,001bc5094b58fb23,157,appearance
03:33:54.918,f877b8106fc3,001bc5094b58fb23,157,disappearance
03:33:54.598,17a4c80093a0,001bc5094b58fb23,163,disappearance
03:33:57.280,b03495406193,001bc5094b58fb23,154,disappearance
03:33:55.352,1c1ac0ac354a,001bc5094b58fb23,189,disappearance
03:33:54.618,d0034be7f942,001bc5094b58fb23,163,disappearance
03:33:53.551,1c1ac0871034,001bc5094b58fb23,162,disappearance
03:33:56.583,724bed3ed743,001bc5094b58fb23,157,disappearance
03:33:57.746,2bb9afabd3d9,001bc5094b58fb23,150,appearance
03:33:57.746,2bb9afabd3d9,001bc5094b58fb23,150,disappearance
04:01:35.392,17a4c80093a0,001bc5094b58fb23,163,appearance
04:01:35.403,d0034be7f942,001bc5094b58fb23,162,appearance
04:01:35.770,1c1ac0ac354a,001bc5094b58fb23,186,appearance
04:01:35.987,f877b8106fc3,001bc5094b58fb23,160,appearance
04:01:36.354,1c1ac0871034,001bc5094b58fb23,169,appearance
04:01:36.718,2bb9afabd3d9,001bc5094b58fb23,167,appearance
04:01:38.648,b03495406193,001bc5094b58fb23,155,appearance
04:01:40.348,616d5166dfb9,001bc5094b58fb23,155,appearance
04:01:40.736,d0034b3436f5,001bc5094b58fb23,156,appearance
04:01:40.551,1c1ac0ac354a,001bc5094b58fb23,195,keep-alive
04:01:42.366,17a4c80093a0,001bc5094b58fb23,170,keep-alive
04:01:41.433,d0034be7f942,001bc5094b58fb23,166,keep-alive
04:01:41.729,f877b8106fc3,001bc5094b58fb23,160,keep-alive
04:01:42.397,1c1ac0871034,001bc5094b58fb23,164,keep-alive
04:01:43.659,2bb9afabd3d9,001bc5094b58fb23,155,keep-alive
04:01:44.679,b03495406193,001bc5094b58fb23,155,keep-alive
04:01:40.736,d0034b3436f5,001bc5094b58fb23,156,keep-alive
04:01:46.214,1c1ac0ac354a,001bc5094b58fb23,192,keep-alive
04:01:46.064,616d5166dfb9,001bc5094b58fb23,153,keep-alive
04:01:47.128,1c1ac0913c30,001bc5094b58fb23,164,appearance
04:01:48.081,1c1ac0871034,001bc5094b58fb23,162,keep-alive
04:01:47.110,17a4c80093a0,001bc5094b58fb23,164,keep-alive
04:01:47.854,d0034be7f942,001bc5094b58fb23,163,keep-alive
04:01:43.659,2bb9afabd3d9,001bc5094b58fb23,155,keep-alive
04:01:48.152,f877b8106fc3,001bc5094b58fb23,160,keep-alive
04:01:40.736,d0034b3436f5,001bc5094b58fb23,156,disappearance
04:01:44.679,b03495406193,001bc5094b58fb23,155,keep-alive
04:01:43.659,2bb9afabd3d9,001bc5094b58fb23,155,disappearance
04:01:52.794,1c1ac0ac354a,001bc5094b58fb23,188,keep-alive
04:01:46.064,616d5166dfb9,001bc5094b58fb23,153,keep-alive
04:01:52.639,d0034b3436f5,001bc5094b58fb23,158,appearance
04:01:52.561,b03495406193,001bc5094b58fb23,162,disappearance
04:01:47.128,1c1ac0913c30,001bc5094b58fb23,164,keep-alive
04:01:53.203,1c1ac0871034,001bc5094b58fb23,163,keep-alive
04:01:53.533,17a4c80093a0,001bc5094b58fb23,166,keep-alive
04:01:54.270,d0034be7f942,001bc5094b58fb23,162,keep-alive
04:01:53.668,724bed3ed743,001bc5094b58fb23,154,appearance
04:01:53.845,b03495406193,001bc5094b58fb23,156,appearance
04:01:54.302,f877b8106fc3,001bc5094b58fb23,159,keep-alive
04:01:46.064,616d5166dfb9,001bc5094b58fb23,153,disappearance
04:01:47.128,1c1ac0913c30,001bc5094b58fb23,164,disappearance
04:01:55.560,2bb9afabd3d9,001bc5094b58fb23,153,appearance
04:01:57.549,1c1ac0ac354a,001bc5094b58fb23,188,keep-alive
04:01:59.247,1c1ac0871034,001bc5094b58fb23,165,keep-alive
04:01:58.850,17a4c80093a0,001bc5094b58fb23,164,keep-alive
04:01:58.485,d0034be7f942,001bc5094b58fb23,166,keep-alive
04:01:52.639,d0034b3436f5,001bc5094b58fb23,158,keep-alive
04:01:53.668,724bed3ed743,001bc5094b58fb23,154,keep-alive
04:01:58.958,f877b8106fc3,001bc5094b58fb23,160,keep-alive
04:01:59.885,b03495406193,001bc5094b58fb23,156,keep-alive
04:01:52.639,d0034b3436f5,001bc5094b58fb23,158,disappearance
04:02:01.017,58933bf183e0,001bc5094b58fb23,157,appearance
04:01:55.560,2bb9afabd3d9,001bc5094b58fb23,153,keep-alive
04:01:53.668,724bed3ed743,001bc5094b58fb23,154,disappearance
04:02:02.529,d0034b3436f5,001bc5094b58fb23,154,appearance
04:02:02.679,1c1ac0ac354a,001bc5094b58fb23,187,keep-alive
04:02:03.249,2bb9afabd3d9,001bc5094b58fb23,161,disappearance
04:02:04.217,f877b8106fc3,001bc5094b58fb23,163,keep-alive
04:02:04.249,724bed3ed743,001bc5094b58fb23,164,appearance
04:02:03.999,1c1ac0871034,001bc5094b58fb23,166,keep-alive
04:02:05.078,17a4c80093a0,001bc5094b58fb23,168,keep-alive
04:02:05.258,d0034be7f942,001bc5094b58fb23,164,keep-alive
04:02:04.478,60dd3efb220f,001bc5094b58fb23,198,appearance
04:02:03.554,b03495406193,001bc5094b58fb23,161,keep-alive
04:02:01.017,58933bf183e0,001bc5094b58fb23,157,keep-alive
04:02:07.656,2bb9afabd3d9,001bc5094b58fb23,164,appearance
04:02:02.529,d0034b3436f5,001bc5094b58fb23,154,keep-alive
04:02:09.078,1c1ac0ac354a,001bc5094b58fb23,191,keep-alive
04:02:01.017,58933bf183e0,001bc5094b58fb23,157,disappearance
04:02:10.399,17a4c80093a0,001bc5094b58fb23,163,keep-alive
04:02:10.371,d0034be7f942,001bc5094b58fb23,165,keep-alive
04:02:04.478,60dd3efb220f,001bc5094b58fb23,198,keep-alive
04:02:09.628,f877b8106fc3,001bc5094b58fb23,158,keep-alive
04:02:04.249,724bed3ed743,001bc5094b58fb23,164,keep-alive
04:02:09.875,1c1ac0871034,001bc5094b58fb23,165,keep-alive
